1.000000000000e+00,1.000000000000e+00,1.000000000000e+00,1.000000000000e+00
1.000000000000e+02,1.000000000000e+02,1.000000000000e-02,9.512291442287e-01
1.000000000000e+02,1.000000000000e+02,1.200000000000e-01,6.081488036031e-01
1.000000000000e+02,1.000000000000e+02,2.300000000000e-01,5.144030084699e-01
1.000000000000e+02,1.000000000000e+02,3.400000000000e-01,4.669095859747e-01
1.000000000000e+02,1.000000000000e+02,4.500000000000e-01,4.324887165799e-01
1.000000000000e+02,1.000000000000e+02,5.600000000000e-01,4.036777372828e-01
1.000000000000e+02,1.000000000000e+02,6.700000000000e-01,3.779120712719e-01
1.000000000000e+02,1.000000000000e+02,7.800000000000e-01,3.540961445591e-01
1.000000000000e+02,1.000000000000e+02,8.900000000000e-01,3.316980934178e-01
1.000000000000e+02,1.000000000000e+02,1.000000000000e+00,3.104387078637e-01
1.005263157895e+02,1.005263157895e+02,1.000000000000e-02,9.512291442287e-01
1.005263157895e+02,1.005263157895e+02,1.200000000000e-01,6.081488036031e-01
1.005263157895e+02,1.005263157895e+02,2.300000000000e-01,5.144030084699e-01
1.005263157895e+02,1.005263157895e+02,3.400000000000e-01,4.669095859747e-01
1.005263157895e+02,1.005263157895e+02,4.500000000000e-01,4.324887165799e-01
1.005263157895e+02,1.005263157895e+02,5.600000000000e-01,4.036777372828e-01
1.005263157895e+02,1.005263157895e+02,6.700000000000e-01,3.779120712719e-01
1.005263157895e+02,1.005263157895e+02,7.800000000000e-01,3.540961445591e-01
1.005263157895e+02,1.005263157895e+02,8.900000000000e-01,3.316980934178e-01
1.005263157895e+02,1.005263157895e+02,1.000000000000e+00,3.104387078637e-01
1.010526315789e+02,1.010526315789e+02,1.000000000000e-02,9.512291442287e-01
1.010526315789e+02,1.010526315789e+02,1.200000000000e-01,6.081488036031e-01
1.010526315789e+02,1.010526315789e+02,2.300000000000e-01,5.144030084699e-01
1.010526315789e+02,1.010526315789e+02,3.400000000000e-01,4.669095859747e-01
1.010526315789e+02,1.010526315789e+02,4.500000000000e-01,4.324887165799e-01
1.010526315789e+02,1.010526315789e+02,5.600000000000e-01,4.036777372828e-01
1.010526315789e+02,1.010526315789e+02,6.700000000000e-01,3.779120712719e-01
1.010526315789e+02,1.010526315789e+02,7.800000000000e-01,3.540961445591e-01
1.010526315789e+02,1.010526315789e+02,8.900000000000e-01,3.316980934178e-01
1.010526315789e+02,1.010526315789e+02,1.000000000000e+00,3.104387078637e-01
1.015789473684e+02,1.015789473684e+02,1.000000000000e-02,9.512291442287e-01
1.015789473684e+02,1.015789473684e+02,1.200000000000e-01,6.081488036031e-01
1.015789473684e+02,1.015789473684e+02,2.300000000000e-01,5.144030084699e-01
1.015789473684e+02,1.015789473684e+02,3.400000000000e-01,4.669095859747e-01
1.015789473684e+02,1.015789473684e+02,4.500000000000e-01,4.324887165799e-01
1.015789473684e+02,1.015789473684e+02,5.600000000000e-01,4.036777372828e-01
1.015789473684e+02,1.015789473684e+02,6.700000000000e-01,3.779120712719e-01
1.015789473684e+02,1.015789473684e+02,7.800000000000e-01,3.540961445591e-01
1.015789473684e+02,1.015789473684e+02,8.900000000000e-01,3.316980934178e-01
1.015789473684e+02,1.015789473684e+02,1.000000000000e+00,3.104387078637e-01
1.021052631579e+02,1.021052631579e+02,1.000000000000e-02,9.512291442287e-01
1.021052631579e+02,1.021052631579e+02,1.200000000000e-01,6.081488036031e-01
1.021052631579e+02,1.021052631579e+02,2.300000000000e-01,5.144030084699e-01
1.021052631579e+02,1.021052631579e+02,3.400000000000e-01,4.669095859747e-01
1.021052631579e+02,1.021052631579e+02,4.500000000000e-01,4.324887165799e-01
1.021052631579e+02,1.021052631579e+02,5.600000000000e-01,4.036777372828e-01
1.021052631579e+02,1.021052631579e+02,6.700000000000e-01,3.779120712719e-01
1.021052631579e+02,1.021052631579e+02,7.800000000000e-01,3.540961445591e-01
1.021052631579e+02,1.021052631579e+02,8.900000000000e-01,3.316980934178e-01
1.021052631579e+02,1.021052631579e+02,1.000000000000e+00,3.104387078637e-01
1.026315789474e+02,1.026315789474e+02,1.000000000000e-02,9.512291442287e-01
1.026315789474e+02,1.026315789474e+02,1.200000000000e-01,6.081488036031e-01
1.026315789474e+02,1.026315789474e+02,2.300000000000e-01,5.144030084699e-01
1.026315789474e+02,1.026315789474e+02,3.400000000000e-01,4.669095859747e-01
1.026315789474e+02,1.026315789474e+02,4.500000000000e-01,4.324887165799e-01
1.026315789474e+02,1.026315789474e+02,5.600000000000e-01,4.036777372828e-01
1.026315789474e+02,1.026315789474e+02,6.700000000000e-01,3.779120712719e-01
1.026315789474e+02,1.026315789474e+02,7.800000000000e-01,3.540961445591e-01
1.026315789474e+02,1.026315789474e+02,8.900000000000e-01,3.316980934178e-01
1.026315789474e+02,1.026315789474e+02,1.000000000000e+00,3.104387078637e-01
1.031578947368e+02,1.031578947368e+02,1.000000000000e-02,9.512291442287e-01
1.031578947368e+02,1.031578947368e+02,1.200000000000e-01,6.081488036031e-01
1.031578947368e+02,1.031578947368e+02,2.300000000000e-01,5.144030084699e-01
1.031578947368e+02,1.031578947368e+02,3.400000000000e-01,4.669095859747e-01
1.031578947368e+02,1.031578947368e+02,4.500000000000e-01,4.324887165799e-01
1.031578947368e+02,1.031578947368e+02,5.600000000000e-01,4.036777372828e-01
1.031578947368e+02,1.031578947368e+02,6.700000000000e-01,3.779120712719e-01
1.031578947368e+02,1.031578947368e+02,7.800000000000e-01,3.540961445591e-01
1.031578947368e+02,1.031578947368e+02,8.900000000000e-01,3.316980934178e-01
1.031578947368e+02,1.031578947368e+02,1.000000000000e+00,3.104387078637e-01
1.036842105263e+02,1.036842105263e+02,1.000000000000e-02,9.512291442287e-01
1.036842105263e+02,1.036842105263e+02,1.200000000000e-01,6.081488036031e-01
1.036842105263e+02,1.036842105263e+02,2.300000000000e-01,5.144030084699e-01
1.036842105263e+02,1.036842105263e+02,3.400000000000e-01,4.669095859747e-01
1.036842105263e+02,1.036842105263e+02,4.500000000000e-01,4.324887165799e-01
1.036842105263e+02,1.036842105263e+02,5.600000000000e-01,4.036777372828e-01
1.036842105263e+02,1.036842105263e+02,6.700000000000e-01,3.779120712719e-01
1.036842105263e+02,1.036842105263e+02,7.800000000000e-01,3.540961445591e-01
1.036842105263e+02,1.036842105263e+02,8.900000000000e-01,3.316980934178e-01
1.036842105263e+02,1.036842105263e+02,1.000000000000e+00,3.104387078637e-01
1.042105263158e+02,1.042105263158e+02,1.000000000000e-02,9.512291442287e-01
1.042105263158e+02,1.042105263158e+02,1.200000000000e-01,6.081488036031e-01
1.042105263158e+02,1.042105263158e+02,2.300000000000e-01,5.144030084699e-01
1.042105263158e+02,1.042105263158e+02,3.400000000000e-01,4.669095859747e-01
1.042105263158e+02,1.042105263158e+02,4.500000000000e-01,4.324887165799e-01
1.042105263158e+02,1.042105263158e+02,5.600000000000e-01,4.036777372828e-01
1.042105263158e+02,1.042105263158e+02,6.700000000000e-01,3.779120712719e-01
1.042105263158e+02,1.042105263158e+02,7.800000000000e-01,3.540961445591e-01
1.042105263158e+02,1.042105263158e+02,8.900000000000e-01,3.316980934178e-01
1.042105263158e+02,1.042105263158e+02,1.000000000000e+00,3.104387078637e-01
1.047368421053e+02,1.047368421053e+02,1.000000000000e-02,9.512291442287e-01
1.047368421053e+02,1.047368421053e+02,1.200000000000e-01,6.081488036031e-01
1.047368421053e+02,1.047368421053e+02,2.300000000000e-01,5.144030084699e-01
1.047368421053e+02,1.047368421053e+02,3.400000000000e-01,4.669095859747e-01
1.047368421053e+02,1.047368421053e+02,4.500000000000e-01,4.324887165799e-01
1.047368421053e+02,1.047368421053e+02,5.600000000000e-01,4.036777372828e-01
1.047368421053e+02,1.047368421053e+02,6.700000000000e-01,3.779120712719e-01
1.047368421053e+02,1.047368421053e+02,7.800000000000e-01,3.540961445591e-01
1.047368421053e+02,1.047368421053e+02,8.900000000000e-01,3.316980934178e-01
1.047368421053e+02,1.047368421053e+02,1.000000000000e+00,3.104387078637e-01
1.052631578947e+02,1.052631578947e+02,1.000000000000e-02,9.512291442287e-01
1.052631578947e+02,1.052631578947e+02,1.200000000000e-01,6.081488036031e-01
1.052631578947e+02,1.052631578947e+02,2.300000000000e-01,5.144030084699e-01
1.052631578947e+02,1.052631578947e+02,3.400000000000e-01,4.669095859747e-01
1.052631578947e+02,1.052631578947e+02,4.500000000000e-01,4.324887165799e-01
1.052631578947e+02,1.052631578947e+02,5.600000000000e-01,4.036777372828e-01
1.052631578947e+02,1.052631578947e+02,6.700000000000e-01,3.779120712719e-01
1.052631578947e+02,1.052631578947e+02,7.800000000000e-01,3.540961445591e-01
1.052631578947e+02,1.052631578947e+02,8.900000000000e-01,3.316980934178e-01
1.052631578947e+02,1.052631578947e+02,1.000000000000e+00,3.104387078637e-01
1.057894736842e+02,1.057894736842e+02,1.000000000000e-02,9.512291442287e-01
1.057894736842e+02,1.057894736842e+02,1.200000000000e-01,6.081488036031e-01
1.057894736842e+02,1.057894736842e+02,2.300000000000e-01,5.144030084699e-01
1.057894736842e+02,1.057894736842e+02,3.400000000000e-01,4.669095859747e-01
1.057894736842e+02,1.057894736842e+02,4.500000000000e-01,4.324887165799e-01
1.057894736842e+02,1.057894736842e+02,5.600000000000e-01,4.036777372828e-01
1.057894736842e+02,1.057894736842e+02,6.700000000000e-01,3.779120712719e-01
1.057894736842e+02,1.057894736842e+02,7.800000000000e-01,3.540961445591e-01
1.057894736842e+02,1.057894736842e+02,8.900000000000e-01,3.316980934178e-01
1.057894736842e+02,1.057894736842e+02,1.000000000000e+00,3.104387078637e-01
1.063157894737e+02,1.063157894737e+02,1.000000000000e-02,9.512291442287e-01
1.063157894737e+02,1.063157894737e+02,1.200000000000e-01,6.081488036031e-01
1.063157894737e+02,1.063157894737e+02,2.300000000000e-01,5.144030084699e-01
1.063157894737e+02,1.063157894737e+02,3.400000000000e-01,4.669095859747e-01
1.063157894737e+02,1.063157894737e+02,4.500000000000e-01,4.324887165799e-01
1.063157894737e+02,1.063157894737e+02,5.600000000000e-01,4.036777372828e-01
1.063157894737e+02,1.063157894737e+02,6.700000000000e-01,3.779120712719e-01
1.063157894737e+02,1.063157894737e+02,7.800000000000e-01,3.540961445591e-01
1.063157894737e+02,1.063157894737e+02,8.900000000000e-01,3.316980934178e-01
1.063157894737e+02,1.063157894737e+02,1.000000000000e+00,3.104387078637e-01
1.068421052632e+02,1.068421052632e+02,1.000000000000e-02,9.512291442287e-01
1.068421052632e+02,1.068421052632e+02,1.200000000000e-01,6.081488036031e-01
1.068421052632e+02,1.068421052632e+02,2.300000000000e-01,5.144030084699e-01
1.068421052632e+02,1.068421052632e+02,3.400000000000e-01,4.669095859747e-01
1.068421052632e+02,1.068421052632e+02,4.500000000000e-01,4.324887165799e-01
1.068421052632e+02,1.068421052632e+02,5.600000000000e-01,4.036777372828e-01
1.068421052632e+02,1.068421052632e+02,6.700000000000e-01,3.779120712719e-01
1.068421052632e+02,1.068421052632e+02,7.800000000000e-01,3.540961445591e-01
1.068421052632e+02,1.068421052632e+02,8.900000000000e-01,3.316980934178e-01
1.068421052632e+02,1.068421052632e+02,1.000000000000e+00,3.104387078637e-01
1.073684210526e+02,1.073684210526e+02,1.000000000000e-02,9.512291442287e-01
1.073684210526e+02,1.073684210526e+02,1.200000000000e-01,6.081488036031e-01
1.073684210526e+02,1.073684210526e+02,2.300000000000e-01,5.144030084699e-01
1.073684210526e+02,1.073684210526e+02,3.400000000000e-01,4.669095859747e-01
1.073684210526e+02,1.073684210526e+02,4.500000000000e-01,4.324887165799e-01
1.073684210526e+02,1.073684210526e+02,5.600000000000e-01,4.036777372828e-01
1.073684210526e+02,1.073684210526e+02,6.700000000000e-01,3.779120712719e-01
1.073684210526e+02,1.073684210526e+02,7.800000000000e-01,3.540961445591e-01
1.073684210526e+02,1.073684210526e+02,8.900000000000e-01,3.316980934178e-01
1.073684210526e+02,1.073684210526e+02,1.000000000000e+00,3.104387078637e-01
1.078947368421e+02,1.078947368421e+02,1.000000000000e-02,9.512291442287e-01
1.078947368421e+02,1.078947368421e+02,1.200000000000e-01,6.081488036031e-01
1.078947368421e+02,1.078947368421e+02,2.300000000000e-01,5.144030084699e-01
1.078947368421e+02,1.078947368421e+02,3.400000000000e-01,4.669095859747e-01
1.078947368421e+02,1.078947368421e+02,4.500000000000e-01,4.324887165799e-01
1.078947368421e+02,1.078947368421e+02,5.600000000000e-01,4.036777372828e-01
1.078947368421e+02,1.078947368421e+02,6.700000000000e-01,3.779120712719e-01
1.078947368421e+02,1.078947368421e+02,7.800000000000e-01,3.540961445591e-01
1.078947368421e+02,1.078947368421e+02,8.900000000000e-01,3.316980934178e-01
1.078947368421e+02,1.078947368421e+02,1.000000000000e+00,3.104387078637e-01
1.084210526316e+02,1.084210526316e+02,1.000000000000e-02,9.512291442287e-01
1.084210526316e+02,1.084210526316e+02,1.200000000000e-01,6.081488036031e-01
1.084210526316e+02,1.084210526316e+02,2.300000000000e-01,5.144030084699e-01
1.084210526316e+02,1.084210526316e+02,3.400000000000e-01,4.669095859747e-01
1.084210526316e+02,1.084210526316e+02,4.500000000000e-01,4.324887165799e-01
1.084210526316e+02,1.084210526316e+02,5.600000000000e-01,4.036777372828e-01
1.084210526316e+02,1.084210526316e+02,6.700000000000e-01,3.779120712719e-01
1.084210526316e+02,1.084210526316e+02,7.800000000000e-01,3.540961445591e-01
1.084210526316e+02,1.084210526316e+02,8.900000000000e-01,3.316980934178e-01
1.084210526316e+02,1.084210526316e+02,1.000000000000e+00,3.104387078637e-01
1.089473684211e+02,1.089473684211e+02,1.000000000000e-02,9.512291442287e-01
1.089473684211e+02,1.089473684211e+02,1.200000000000e-01,6.081488036031e-01
1.089473684211e+02,1.089473684211e+02,2.300000000000e-01,5.144030084699e-01
1.089473684211e+02,1.089473684211e+02,3.400000000000e-01,4.669095859747e-01
1.089473684211e+02,1.089473684211e+02,4.500000000000e-01,4.324887165799e-01
1.089473684211e+02,1.089473684211e+02,5.600000000000e-01,4.036777372828e-01
1.089473684211e+02,1.089473684211e+02,6.700000000000e-01,3.779120712719e-01
1.089473684211e+02,1.089473684211e+02,7.800000000000e-01,3.540961445591e-01
1.089473684211e+02,1.089473684211e+02,8.900000000000e-01,3.316980934178e-01
1.089473684211e+02,1.089473684211e+02,1.000000000000e+00,3.104387078637e-01
1.094736842105e+02,1.094736842105e+02,1.000000000000e-02,9.512291442287e-01
1.094736842105e+02,1.094736842105e+02,1.200000000000e-01,6.081488036031e-01
1.094736842105e+02,1.094736842105e+02,2.300000000000e-01,5.144030084699e-01
1.094736842105e+02,1.094736842105e+02,3.400000000000e-01,4.669095859747e-01
1.094736842105e+02,1.094736842105e+02,4.500000000000e-01,4.324887165799e-01
1.094736842105e+02,1.094736842105e+02,5.600000000000e-01,4.036777372828e-01
1.094736842105e+02,1.094736842105e+02,6.700000000000e-01,3.779120712719e-01
1.094736842105e+02,1.094736842105e+02,7.800000000000e-01,3.540961445591e-01
1.094736842105e+02,1.094736842105e+02,8.900000000000e-01,3.316980934178e-01
1.094736842105e+02,1.094736842105e+02,1.000000000000e+00,3.104387078637e-01
1.100000000000e+02,1.100000000000e+02,1.000000000000e-02,9.512291442287e-01
1.100000000000e+02,1.100000000000e+02,1.200000000000e-01,6.081488036031e-01
1.100000000000e+02,1.100000000000e+02,2.300000000000e-01,5.144030084699e-01
1.100000000000e+02,1.100000000000e+02,3.400000000000e-01,4.669095859747e-01
1.100000000000e+02,1.100000000000e+02,4.500000000000e-01,4.324887165799e-01
1.100000000000e+02,1.100000000000e+02,5.600000000000e-01,4.036777372828e-01
1.100000000000e+02,1.100000000000e+02,6.700000000000e-01,3.779120712719e-01
1.100000000000e+02,1.100000000000e+02,7.800000000000e-01,3.540961445591e-01
1.100000000000e+02,1.100000000000e+02,8.900000000000e-01,3.316980934178e-01
1.100000000000e+02,1.100000000000e+02,1.000000000000e+00,3.104387078637e-01
